Order ID	Order date	Return request date	Return request status	Amazon RMA ID	Seller RMA ID	Label type	Label cost	Currency code	Return carrier	Tracking ID	Label to be paid by	A-to-z claim	Is prime	ASIN	 Merchant SKU	Item Name	Return quantity	Return reason	In policy	Return type	Resolution	Invoice number	Return delivery date	Order Amount	Order quantity	SafeT Action reason	SafeT claim ID	SafeT claim state	SafeT claim creation time	SafeT claim reimbursement amount	Refunded Amount	Category	Order Item ID
408-3431849-6538727	07-Jan-2026	13-Jan-2026	Approved	 	 	AmazonPrePaidLabel	0.00	 	ATS	366400427855	Not Computed	N	N	B0C8PTH3QF	CRODA227-B	GET IT New Born Baby Cradle Metal Hanger for Baby,Kids Window Cradle Metal Window Hanger - Babies - Blue	1	UND-UNKNOWN	Y	Rejected	StandardRefund	IN-1672	17-Jan-2026	 	 	 	 	 	 	 	 	gl_baby_product	59137653159739
408-1072939-0401920	08-Jan-2026	12-Jan-2026	Approved	DdMDc4JBRRMA	 	AmazonPrePaidLabel	69.00	INR	ATS	514895691552	Seller	N	N	B09WLF9LY8	PMW227	GET IT Multi Use Wedge Pillow for Pregnancy Women and New Born Baby | Lower Back-Pain Relief |Knee Support Between Legs | Anti Vomiting and Milk Spitting for New Born Baby (Maroon)	1	CR-QUALITY_UNACCEPTABLE	Y	C-Returns	RefundAtFirstScan	 	14-Jan-2026	499.00	1	 	 	 	 	 	499.00	gl_home	69742753476867
406-4364569-0517951	08-Jan-2026	12-Jan-2026	Approved	 	 	AmazonPrePaidLabel	0.00	 	ATS	366404471410	Not Computed	N	N	B0C8PQYQPX	CRODS227	GET IT Hanging Spring for Baby Cradle, Infant Jhula Swing Stainless Steel Spring Set Triangle, Spring for Hanging Cradle, thottil Hook, jhoola, jula, Swing Weight Support 15kg	1	UND-UNKNOWN	Y	Rejected	StandardRefund	IN-1692	17-Jan-2026	 	 	 	 	 	 	 	 	gl_baby_product	68977292777339
408-3266899-8125126	05-Jan-2026	12-Jan-2026	Approved	 	 	AmazonPrePaidLabel	0.00	 	ATS	366349792953	Not Computed	N	N	B07NKSDNRC	DUP- Wedge03	GET IT Multi Use Wedge Pillow for Pregnancy Women and New Born Baby | Lower Back-Pain Relief |Knee Support Between Legs | Anti Vomiting and Milk Spitting for New Born Baby (Pink with Beige)	1	UND-UNKNOWN	Y	Rejected	StandardRefund	IN-1659	20-Jan-2026	 	 	 	 	 	 	 	 	gl_baby_product	38127043770835
405-3263181-5488358	03-Jan-2026	12-Jan-2026	Approved	D6WfcWJGRRMA	 	AmazonPrePaidLabel	138.00	INR	ATS	514894824722	Seller	N	N	B09XJ247R1	K9-42EM-XX55	Get It Wedge Orthopedic Pillow with Detachable Cover Acid Reflux Memory Foam Support Firm Pillow for Sleeping ,Leg Elevator ,Back & Neck Pain Relief (Navy Blue, 24 inch X 24 inch X 8 Inch)	1	CR-QUALITY_UNACCEPTABLE	Y	C-Returns	RefundAtFirstScan	 	20-Jan-2026	1498.00	1	 	 	 	 	 	1498.00	gl_home	01009826271187
403-4355671-6842706	03-Jan-2026	12-Jan-2026	Approved	DdWbcvJ7RRMA	 	AmazonUnPaidLabel	0.00	 	 	 	Seller	N	N	B0C8PTH3QF	CRODA227-B	GET IT New Born Baby Cradle Metal Hanger for Baby,Kids Window Cradle Metal Window Hanger - Babies - Blue	1	CR-DEFECTIVE	Y	C-Returns	StandardRefund	 	 	698.00	1	 	 	 	 	 	 	gl_baby_product	25936885914619
404-1967593-0992330	10-Jan-2026	11-Jan-2026	Approved	 	 	AmazonPrePaidLabel	0.00	 	ATS	166934103009	Not Computed	N	N	B0C8PVTTRR	CRODA227-P	GET IT New Born Baby Cradle Metal Hanger Cradle for Baby,Kids Window Cradle Metal Hanger for Baby - Babies -Pink	1	UND-UNKNOWN	Y	Rejected	StandardRefund	IN-1727	12-Jan-2026	 	 	 	 	 	 	 	 	gl_baby_product	24542370755571
403-8602615-5713100	29-Dec-2025	11-Jan-2026	Approved	DgHNcGJYRRMA	 	AmazonPrePaidLabel	115.00	INR	ATS	514893611439	Seller	N	N	B09WLF9LY8	PMW227	GET IT Multi Use Wedge Pillow for Pregnancy Women and New Born Baby | Lower Back-Pain Relief |Knee Support Between Legs | Anti Vomiting and Milk Spitting for New Born Baby (Maroon)	1	CR-QUALITY_UNACCEPTABLE	Y	C-Returns	StandardRefund	 	 	499.00	1	 	 	 	 	 	 	gl_home	26115096762459
171-8583504-6831569	03-Jan-2026	11-Jan-2026	Approved	 	 	AmazonPrePaidLabel	0.00	 	ATS	366322678601	Not Computed	N	N	B0C8PTH3QF	CRODA227-B	GET IT New Born Baby Cradle Metal Hanger for Baby,Kids Window Cradle Metal Window Hanger - Babies - Blue	1	UND-UNKNOWN	Y	Undelivered	StandardRefund	IN-1643	14-Jan-2026	 	 	 	 	 	 	 	 	gl_baby_product	28434007519595
171-4765541-6786706	29-Dec-2025	11-Jan-2026	Approved	D6lbcWJQRRMA	 	AmazonPrePaidLabel	92.00	INR	ATS	14931294350766	Seller	N	N	B09WLF9LY8	PMW227	GET IT Multi Use Wedge Pillow for Pregnancy Women and New Born Baby | Lower Back-Pain Relief |Knee Support Between Legs | Anti Vomiting and Milk Spitting for New Born Baby (Maroon)	1	CR-UNWANTED_ITEM	Y	C-Returns	RefundAtFirstScan	 	20-Jan-2026	499.00	1	 	 	 	 	 	499.00	gl_home	66462436924563
405-8439468-6191515	05-Jan-2026	11-Jan-2026	Approved	DwlbcMJVRRMA	 	AmazonPrePaidLabel	92.00	INR	ATS	514893472726	Seller	N	N	B09SLJRMMM	WPPS2277	GET IT Multi Use Wedge Pillow for Pregnancy Women and New Born Baby | Lower Back-Pain Relief |Knee Support Between Legs | Anti Vomiting and Milk Spitting for New Born Baby (Pink Star)	1	CR-QUALITY_UNACCEPTABLE	Y	C-Returns	RefundAtFirstScan	 	17-Jan-2026	579.00	1	 	 	 	 	 	579.00	gl_home	12487400172131
171-5827434-4123511	04-Jan-2026	11-Jan-2026	Approved	 	 	AmazonPrePaidLabel	0.00	 	ATS	366322669807	Not Computed	N	N	B0C8K3Y73B	MPRFP227-W	GET IT Premium 5 in 1 Cotton Baby Breast Feeding Pillow with Adjustable Strap| Nursing Pillow for Breastfeeding, Baby Support & Playtime | Washable Premium Cotton Cover with Zip -(Micky-White)	1	UND-UNKNOWN	Y	Rejected	StandardRefund	IN-1654	17-Jan-2026	 	 	 	 	 	 	 	 	gl_baby_product	36599744162091
402-3214720-6587530	08-Jan-2026	10-Jan-2026	Approved	 	 	AmazonPrePaidLabel	0.00	 	 	 	Seller	N	N	B0C8PTH3QF	CRODA227-B	GET IT New Born Baby Cradle Metal Hanger for Baby,Kids Window Cradle Metal Window Hanger - Babies - Blue	1	AMZ-PG-MISORDERED	Y	Amazon CS	StandardRefund	 	 	698.00	1	 	 	 	 	 	703.00	gl_baby_product	07270128976259
402-3214720-6587530	08-Jan-2026	10-Jan-2026	Approved	 	 	AmazonPrePaidLabel	0.00	 	 	 	Seller	N	N	B0C8PTH3QF	CRODA227-B	GET IT New Born Baby Cradle Metal Hanger for Baby,Kids Window Cradle Metal Window Hanger - Babies - Blue	1	AMZ-PG-MISORDERED	Y	Amazon CS	StandardRefund	 	 	698.00	1	 	 	 	 	 	 	gl_baby_product	07270128976259
404-0175629-5828350	03-Jan-2026	10-Jan-2026	Approved	 	 	AmazonPrePaidLabel	0.00	 	ATS	366322718857	Not Computed	N	N	B0C8PTH3QF	CRODA227-B	GET IT New Born Baby Cradle Metal Hanger for Baby,Kids Window Cradle Metal Window Hanger - Babies - Blue	1	UND-UNKNOWN	Y	Undelivered	StandardRefund	IN-1645	12-Jan-2026	 	 	 	 	 	 	 	 	gl_baby_product	26635575902755
402-5484801-6360308	03-Jan-2026	09-Jan-2026	Approved	 	 	AmazonPrePaidLabel	0.00	 	ATS	13371821393103	Not Computed	N	N	B0BXTDF5RC	Blue_Star	GET IT Cotton 5-in-1 Feeding Pillow with Detachable Cover, New Born Breast Feeding Pillow Portable Pillow for Baby and Mom -(Blue Star)	1	UND-UNKNOWN	Y	Rejected	StandardRefund	IN-1640	17-Jan-2026	 	 	 	 	 	 	 	 	gl_baby_product	21100573742299
406-4581816-9255518	12-Dec-2025	09-Jan-2026	Approved	DNqbcWJLRRMA	 	AmazonPrePaidLabel	184.00	INR	ATS	514891407980	Seller	N	N	B0C8PTH3QF	CRODA227-B	GET IT New Born Baby Cradle Metal Hanger for Baby,Kids Window Cradle Metal Window Hanger - Babies - Blue	1	CR-DEFECTIVE	N	Amazon CS	RefundAtFirstScan	 	12-Jan-2026	698.00	1	 	 	 	 	 	698.00	gl_baby_product	06419103596835
404-4755848-0373121	25-Dec-2025	09-Jan-2026	Approved	DwXJvSJMRRMA	 	AmazonPrePaidLabel	138.00	INR	ATS	514891006695	Seller	N	N	B0C8PTH3QF	CRODA227-B	GET IT New Born Baby Cradle Metal Hanger for Baby,Kids Window Cradle Metal Window Hanger - Babies - Blue	1	CR-SWITCHEROO	N	Amazon CS	StandardRefund	 	 	698.00	1	 	 	 	 	 	 	gl_baby_product	43542220479227
406-6401148-0072345	02-Jan-2026	09-Jan-2026	Approved	DlNhvzJqRRMA	 	AmazonPrePaidLabel	621.00	INR	ATS	514890504543	Seller	N	N	B07NKSDNRC	DUP- Wedge03	GET IT Multi Use Wedge Pillow for Pregnancy Women and New Born Baby | Lower Back-Pain Relief |Knee Support Between Legs | Anti Vomiting and Milk Spitting for New Born Baby (Pink with Beige)	1	CR-QUALITY_UNACCEPTABLE	Y	C-Returns	RefundAtFirstScan	 	17-Jan-2026	599.00	1	 	 	 	 	 	599.00	gl_baby_product	64116710643603
402-4404178-2398709	02-Jan-2026	09-Jan-2026	Approved	DSNMv8J0RRMA	 	AmazonPrePaidLabel	0.00	 	ATS	514891698388	Seller	N	N	B0C8PTH3QF	CRODA227-B	GET IT New Born Baby Cradle Metal Hanger for Baby,Kids Window Cradle Metal Window Hanger - Babies - Blue	1	CR-SWITCHEROO	Y	C-Returns	Replacement	 	 	698.00	1	 	 	 	 	 	 	gl_baby_product	64408256044499
402-2001069-5592324	02-Jan-2026	09-Jan-2026	Approved	DcNBv4JVRRMA	 	AmazonPrePaidLabel	115.00	INR	ATS	514890243923	Seller	N	N	B09WLDWSVQ	PRBW227	GET IT Memory Foam Multi Use Wedge Pillow For Pregnancy Women And New Born Baby Lower Back-Pain Relief Knee Support Between Legs Anti Vomiting Milk Spitting (Royal Blue16 Inch X 14 3.5 Inch)	1	CR-QUALITY_UNACCEPTABLE	Y	C-Returns	RefundAtFirstScan	 	13-Jan-2026	499.00	1	 	 	 	 	 	499.00	gl_home	11590973774115
405-2372147-8524345	03-Jan-2026	08-Jan-2026	Approved	DDkgvMJJRRMA	 	AmazonPrePaidLabel	0.00	 	ATS	514890333150	Seller	N	N	B0C8PTH3QF	CRODA227-B	GET IT New Born Baby Cradle Metal Hanger for Baby,Kids Window Cradle Metal Window Hanger - Babies - Blue	1	CR-SWITCHEROO	Y	C-Returns	Replacement	 	 	698.00	1	 	 	 	 	 	 	gl_baby_product	37758369436259
408-6049472-1967512	06-Jan-2026	08-Jan-2026	Approved	Dcj8vlJxRRMA	 	AmazonPrePaidLabel	92.00	INR	ATS	514889711273	Seller	N	N	B0C8PPPDNS	MPWedge227-W	GET IT Multi Use Wedge Pillow for Pregnancy Women and New Born Baby | Lower Back-Pain Relief |Knee Support Between Legs | Anti Vomiting and Milk Spitting for New Born Baby (Micky-White)	1	CR-NOT_COMPATIBLE	Y	C-Returns	RefundAtFirstScan	 	10-Jan-2026	498.00	1	 	 	 	 	 	498.00	gl_home	05492865775347
404-1713220-0906745	26-Dec-2025	08-Jan-2026	Approved	 	 	AmazonPrePaidLabel	0.00	 	ATS	366105323704	Not Computed	N	N	B0C8PVTTRR	CRODA227-P	GET IT New Born Baby Cradle Metal Hanger Cradle for Baby,Kids Window Cradle Metal Hanger for Baby - Babies -Pink	1	UND-UNKNOWN	Y	Undelivered	StandardRefund	IN-1499	12-Jan-2026	 	 	 	 	 	 	 	 	gl_baby_product	23969180928523
402-8967662-6430756	28-Dec-2025	08-Jan-2026	Approved	 	 	AmazonPrePaidLabel	0.00	 	ATS	366160101989	Not Computed	N	N	B0C8PTH3QF	CRODA227-B	GET IT New Born Baby Cradle Metal Hanger for Baby,Kids Window Cradle Metal Window Hanger - Babies - Blue	1	UND-UNKNOWN	Y	Undelivered	StandardRefund	IN-1533	09-Jan-2026	 	 	 	 	 	 	 	 	gl_baby_product	11183195867971
408-5281843-9036341	02-Jan-2026	07-Jan-2026	Approved	DmQcvjJVRRMA	 	AmazonPrePaidLabel	172.50	INR	ATS	514887679360	Seller	N	N	B07NLGFCSM	PLRP222	Get It Long Body Rectangular Microfiber Pillow (Pink, 20"x72" inches (i.e 50x180 Cms) [6 ft Long])	1	CR-NOT_COMPATIBLE	Y	C-Returns	RefundAtFirstScan	 	09-Jan-2026	1899.00	1	 	 	 	 	 	1899.00	gl_baby_product	38807061520971
404-4022967-3972354	01-Jan-2026	07-Jan-2026	Approved	D6QLvzJRRRMA	 	AmazonPrePaidLabel	138.00	INR	ATS	514887575488	Seller	N	N	B09SLJRMMM	WPPS2277	GET IT Multi Use Wedge Pillow for Pregnancy Women and New Born Baby | Lower Back-Pain Relief |Knee Support Between Legs | Anti Vomiting and Milk Spitting for New Born Baby (Pink Star)	1	CR-QUALITY_UNACCEPTABLE	Y	C-Returns	RefundAtFirstScan	 	13-Jan-2026	499.00	1	 	 	 	 	 	499.00	gl_home	68468798971611
405-6960099-2268329	31-Dec-2025	07-Jan-2026	Approved	DP6qvlJfRRMA	 	AmazonPrePaidLabel	115.00	INR	ATS	514887554629	Seller	N	N	B09WLF9LY8	PMW227	GET IT Multi Use Wedge Pillow for Pregnancy Women and New Born Baby | Lower Back-Pain Relief |Knee Support Between Legs | Anti Vomiting and Milk Spitting for New Born Baby (Maroon)	1	CR-FOUND_BETTER_PRICE	Y	C-Returns	RefundAtFirstScan	IN-1576	13-Jan-2026	499.00	1	 	 	 	 	 	499.00	gl_home	20383786471395
405-2312357-2797917	01-Jan-2026	07-Jan-2026	Approved	 	 	AmazonPrePaidLabel	0.00	 	ATS	366248869824	Not Computed	N	N	B09WLDWSVQ	PRBW227	GET IT Memory Foam Multi Use Wedge Pillow For Pregnancy Women And New Born Baby Lower Back-Pain Relief Knee Support Between Legs Anti Vomiting Milk Spitting (Royal Blue16 Inch X 14 3.5 Inch)	1	UND-UNKNOWN	Y	Rejected	StandardRefund	IN-1596	12-Jan-2026	 	 	 	 	 	 	 	 	gl_home	42611738215899
408-7839551-9785965	22-Dec-2025	07-Jan-2026	Approved	Dd6Qv1JKRRMA	 	AmazonPrePaidLabel	184.00	INR	ATS	514887471087	Seller	N	N	B0C8PTH3QF	CRODA227-B	GET IT New Born Baby Cradle Metal Hanger for Baby,Kids Window Cradle Metal Window Hanger - Babies - Blue	1	CR-SWITCHEROO	N	Amazon CS	StandardRefund	IN-1410	12-Jan-2026	 	1	 	 	 	 	 	 	gl_baby_product	36484050246907
407-7461031-3350756	28-Dec-2025	07-Jan-2026	Approved	 	 	AmazonPrePaidLabel	0.00	 	ATS	366160100050	Not Computed	N	N	B0C8PPPDNS	MPWedge227-W	GET IT Multi Use Wedge Pillow for Pregnancy Women and New Born Baby | Lower Back-Pain Relief |Knee Support Between Legs | Anti Vomiting and Milk Spitting for New Born Baby (Micky-White)	1	UND-UNKNOWN	Y	Rejected	StandardRefund	IN-1540	12-Jan-2026	 	 	 	 	 	 	 	 	gl_home	37009523643699
406-5196977-7949956	02-Jan-2026	06-Jan-2026	Approved	 	 	AmazonPrePaidLabel	0.00	 	ATS	366248877447	Not Computed	N	N	B0C8PTH3QF	CRODA227-B	GET IT New Born Baby Cradle Metal Hanger for Baby,Kids Window Cradle Metal Window Hanger - Babies - Blue	1	UND-UNKNOWN	Y	Rejected	StandardRefund	IN-1605	10-Jan-2026	 	 	 	 	 	 	 	 	gl_baby_product	65201093738291
402-3372551-8473115	28-Dec-2025	06-Jan-2026	Approved	 	 	AmazonPrePaidLabel	0.00	 	ATS	366160085258	Not Computed	N	N	B0C8PTH3QF	CRODA227-B	GET IT New Born Baby Cradle Metal Hanger for Baby,Kids Window Cradle Metal Window Hanger - Babies - Blue	1	UND-UNKNOWN	Y	Rejected	StandardRefund	IN-1543	07-Jan-2026	 	 	 	 	 	 	 	 	gl_baby_product	09483333765659
404-1712441-7884369	29-Dec-2025	06-Jan-2026	Approved	DmCQvNJqRRMA	 	AmazonPrePaidLabel	207.00	INR	ATS	14931294027915	Seller	N	N	B071XC7S5K	74-FB2A-AD9Q	GET IT Cotton 5-in-1 Feeding Pillow with Detachable Cover | New Born Portable Breast Feeding Pillow for Baby | Infant Support for Baby and Mom | Blue Star	1	CR-SWITCHEROO	Y	Amazon CS	RefundAtFirstScan	IN-1551	13-Jan-2026	548.00	1	 	 	 	 	 	548.00	gl_baby_product	18543585327339
403-7072297-1362740	30-Dec-2025	06-Jan-2026	Approved	DJf9vHJxRRMA	 	AmazonPrePaidLabel	138.00	INR	ATS	14931294018314	Seller	N	N	B0BXTC6NZ6	Aash_Star	GET IT Cotton Mutlipurpose 5 in 1 Baby Feeding Nursing Pillow with Adjustable Strap| for Breastfeeding, Baby Support & Playtime | Washable Premium Cotton Cover with Zip -(Aash Star)	1	CR-NOT_COMPATIBLE	Y	C-Returns	RefundAtFirstScan	IN-1568	12-Jan-2026	599.00	1	 	 	 	 	 	599.00	gl_baby_product	47919993262459
408-4941233-3618709	02-Jan-2026	06-Jan-2026	Approved	DcLxvsJqRRMA	 	AmazonPrePaidLabel	184.00	INR	ATS	514886345860	Seller	N	N	B0C8PTH3QF	CRODA227-B	GET IT New Born Baby Cradle Metal Hanger for Baby,Kids Window Cradle Metal Window Hanger - Babies - Blue	1	CR-DEFECTIVE	Y	C-Returns	StandardRefund	IN-1620	10-Jan-2026	 	1	 	 	 	 	 	 	gl_baby_product	26207358160059
406-0430623-7308322	27-Dec-2025	06-Jan-2026	Approved	 	 	AmazonPrePaidLabel	0.00	 	ATS	366160095486	Not Computed	N	N	B0C8PTH3QF	CRODA227-B	GET IT New Born Baby Cradle Metal Hanger for Baby,Kids Window Cradle Metal Window Hanger - Babies - Blue	1	UND-UNKNOWN	Y	Rejected	StandardRefund	IN-1517	12-Jan-2026	 	 	 	 	 	 	 	 	gl_baby_product	07873504669563
171-7935503-6133151	30-Dec-2025	05-Jan-2026	Approved	 	 	AmazonPrePaidLabel	0.00	 	ATS	366203067319	Not Computed	N	N	B0C8K3Y73B	MPRFP227-W	GET IT Premium 5 in 1 Cotton Baby Breast Feeding Pillow with Adjustable Strap| Nursing Pillow for Breastfeeding, Baby Support & Playtime | Washable Premium Cotton Cover with Zip -(Micky-White)	1	UND-UNKNOWN	Y	Undelivered	StandardRefund	IN-1567	08-Jan-2026	 	 	 	 	 	 	 	 	gl_baby_product	23802938157371
404-3391925-5775540	28-Dec-2025	05-Jan-2026	Approved	D1JcvPJMRRMA	 	AmazonPrePaidLabel	115.00	INR	ATS	514885757329	Seller	N	N	B09WLF9LY8	PMW227	GET IT Multi Use Wedge Pillow for Pregnancy Women and New Born Baby | Lower Back-Pain Relief |Knee Support Between Legs | Anti Vomiting and Milk Spitting for New Born Baby (Maroon)	1	CR-NOT_COMPATIBLE	Y	C-Returns	RefundAtFirstScan	 	12-Jan-2026	499.00	1	 	 	 	 	 	499.00	gl_home	21454988307459
407-6857276-5265105	24-Dec-2025	05-Jan-2026	Approved	 	 	AmazonPrePaidLabel	0.00	 	ATS	366203067289	Not Computed	N	N	B071XC7S5K	74-FB2A-AD9Q	GET IT Cotton 5-in-1 Feeding Pillow with Detachable Cover | New Born Portable Breast Feeding Pillow for Baby | Infant Support for Baby and Mom | Blue Star	1	UND-UNKNOWN	Y	Rejected	StandardRefund	IN-1454	09-Jan-2026	 	 	 	 	 	 	 	 	gl_baby_product	39165354631011
406-6957745-1431523	26-Dec-2025	05-Jan-2026	Approved	 	 	AmazonPrePaidLabel	0.00	 	ATS	366117440857	Not Computed	N	N	B0C8PTH3QF	CRODA227-B	GET IT New Born Baby Cradle Metal Hanger for Baby,Kids Window Cradle Metal Window Hanger - Babies - Blue	1	UND-UNKNOWN	Y	Rejected	StandardRefund	IN-1500	07-Jan-2026	 	 	 	 	 	 	 	 	gl_baby_product	44753118889043
406-6957745-1431523	26-Dec-2025	05-Jan-2026	Approved	 	 	AmazonPrePaidLabel	0.00	 	ATS	366117440857	Not Computed	N	N	B0C8PVTTRR	CRODA227-P	GET IT New Born Baby Cradle Metal Hanger Cradle for Baby,Kids Window Cradle Metal Hanger for Baby - Babies -Pink	1	UND-UNKNOWN	Y	Rejected	StandardRefund	IN-1500	07-Jan-2026	 	 	 	 	 	 	 	 	gl_baby_product	09268873611723
405-3239310-3532302	28-Dec-2025	05-Jan-2026	Approved	 	 	AmazonPrePaidLabel	0.00	 	ATS	366160095233	Not Computed	N	N	B0C8PTH3QF	CRODA227-B	GET IT New Born Baby Cradle Metal Hanger for Baby,Kids Window Cradle Metal Window Hanger - Babies - Blue	1	UND-UNKNOWN	Y	Undelivered	StandardRefund	IN-1526	07-Jan-2026	 	 	 	 	 	 	 	 	gl_baby_product	36612183131187
408-7839551-9785965	22-Dec-2025	05-Jan-2026	Approved	DmPqvMJ9RRMA	 	AmazonPrePaidLabel	184.00	INR	ATS	514884669081	Seller	N	N	B0C8PTH3QF	CRODA227-B	GET IT New Born Baby Cradle Metal Hanger for Baby,Kids Window Cradle Metal Window Hanger - Babies - Blue	1	CR-MISSING_PARTS	Y	C-Returns	StandardRefund	IN-1410	 	 	1	 	 	 	 	 	 	gl_baby_product	36484050246907
408-7578149-5984354	20-Dec-2025	04-Jan-2026	Approved	DJvkzBJxRRMA	 	AmazonPrePaidLabel	92.00	INR	ATS	514884519591	Seller	N	N	B09WLDWSVQ	PRBW227	GET IT Memory Foam Multi Use Wedge Pillow For Pregnancy Women And New Born Baby Lower Back-Pain Relief Knee Support Between Legs Anti Vomiting Milk Spitting (Royal Blue16 Inch X 14 3.5 Inch)	1	CR-QUALITY_UNACCEPTABLE	Y	C-Returns	RefundAtFirstScan	 	09-Jan-2026	499.00	1	 	 	 	 	 	499.00	gl_home	20446965993187
406-1000918-2629933	28-Dec-2025	04-Jan-2026	Approved	 	 	AmazonPrePaidLabel	0.00	 	ATS	366160078861	Not Computed	N	N	B0C8K3Y73B	MPRFP227-W	GET IT Premium 5 in 1 Cotton Baby Breast Feeding Pillow with Adjustable Strap| Nursing Pillow for Breastfeeding, Baby Support & Playtime | Washable Premium Cotton Cover with Zip -(Micky-White)	1	UND-UNKNOWN	Y	Rejected	StandardRefund	IN-1546	08-Jan-2026	 	 	 	 	 	 	 	 	gl_baby_product	21286781053251
171-2370332-7737133	26-Dec-2025	04-Jan-2026	Approved	Dm4GzvJ6RRMA	 	AmazonPrePaidLabel	276.00	INR	ATS	514884018773	Seller	N	N	B0C8PVTTRR	CRODA227-P	GET IT New Born Baby Cradle Metal Hanger Cradle for Baby,Kids Window Cradle Metal Hanger for Baby - Babies -Pink	1	CR-DEFECTIVE	Y	C-Returns	RefundAtFirstScan	 	12-Jan-2026	698.00	1	 	 	 	 	 	698.00	gl_baby_product	56774022475347
402-3971274-1405112	29-Dec-2025	03-Jan-2026	Approved	DlDCz4JcRRMA	 	AmazonPrePaidLabel	92.00	INR	ATS	514882678719	Seller	N	N	B09WLF9LY8	PMW227	GET IT Multi Use Wedge Pillow for Pregnancy Women and New Born Baby | Lower Back-Pain Relief |Knee Support Between Legs | Anti Vomiting and Milk Spitting for New Born Baby (Maroon)	1	CR-ORDERED_WRONG_ITEM	Y	C-Returns	RefundAtFirstScan	 	08-Jan-2026	499.00	1	 	 	 	 	 	499.00	gl_home	33493929310227
406-6011578-9066744	31-Dec-2025	03-Jan-2026	Approved	DP81zXJCRRMA	 	AmazonPrePaidLabel	92.00	INR	ATS	514882597065	Seller	N	N	B09WLF9LY8	PMW227	GET IT Multi Use Wedge Pillow for Pregnancy Women and New Born Baby | Lower Back-Pain Relief |Knee Support Between Legs | Anti Vomiting and Milk Spitting for New Born Baby (Maroon)	1	CR-QUALITY_UNACCEPTABLE	Y	C-Returns	RefundAtFirstScan	 	05-Jan-2026	499.00	1	 	 	 	 	 	499.00	gl_home	24235577786723
406-9233745-5327559	28-Dec-2025	03-Jan-2026	Approved	 	 	AmazonPrePaidLabel	0.00	 	ATS	366203065681	Not Computed	N	N	B0C8PTH3QF	CRODA227-B	GET IT New Born Baby Cradle Metal Hanger for Baby,Kids Window Cradle Metal Window Hanger - Babies - Blue	1	UND-UNKNOWN	Y	Rejected	StandardRefund	IN-1536	05-Jan-2026	 	 	 	 	 	 	 	 	gl_baby_product	38407125299179
408-2298952-6615553	27-Dec-2025	03-Jan-2026	Approved	DwgpzPJ4RRMA	 	AmazonPrePaidLabel	138.00	INR	ATS	514881994391	Seller	N	N	B0C8PTH3QF	CRODA227-B	GET IT New Born Baby Cradle Metal Hanger for Baby,Kids Window Cradle Metal Window Hanger - Babies - Blue	1	CR-DEFECTIVE	Y	C-Returns	StandardRefund	IN-1520	 	 	1	 	 	 	 	 	 	gl_baby_product	54955370282139
403-9024780-8566724	26-Dec-2025	02-Jan-2026	Approved	 	 	AmazonPrePaidLabel	0.00	 	ATS	366117451730	Not Computed	N	N	B0C8PTH3QF	CRODA227-B	GET IT New Born Baby Cradle Metal Hanger for Baby,Kids Window Cradle Metal Window Hanger - Babies - Blue	1	UND-UNKNOWN	Y	Rejected	StandardRefund	IN-1505	12-Jan-2026	 	 	 	 	 	 	 	 	gl_baby_product	19556037254251
402-7412616-9074717	25-Dec-2025	02-Jan-2026	Approved	D1VJzKJWRRMA	 	AmazonUnPaidLabel	0.00	 	 	 	Seller	N	N	B0C8PPPDNS	MPWedge227-W	GET IT Multi Use Wedge Pillow for Pregnancy Women and New Born Baby | Lower Back-Pain Relief |Knee Support Between Legs | Anti Vomiting and Milk Spitting for New Born Baby (Micky-White)	1	CR-QUALITY_UNACCEPTABLE	Y	C-Returns	StandardRefund	 	 	498.00	1	 	 	 	 	 	498.35	gl_home	58748406422059
403-8723806-9673907	16-Dec-2025	02-Jan-2026	Approved	 	 	AmazonPrePaidLabel	0.00	 	ATS	166743855007	Not Computed	N	N	B0C8PTH3QF	CRODA227-B	GET IT New Born Baby Cradle Metal Hanger for Baby,Kids Window Cradle Metal Window Hanger - Babies - Blue	1	UND-UNKNOWN	Y	Rejected	StandardRefund	IN-1286	02-Jan-2026	 	 	 	 	 	 	 	 	gl_baby_product	08233316984227
403-2749147-8751521	23-Dec-2025	02-Jan-2026	Approved	D6ZtzMJ9RRMA	 	AmazonPrePaidLabel	0.00	 	ATS	514882051970	Seller	N	N	B0C8PTH3QF	CRODA227-B	GET IT New Born Baby Cradle Metal Hanger for Baby,Kids Window Cradle Metal Window Hanger - Babies - Blue	1	CR-DEFECTIVE	Y	C-Returns	Replacement	 	09-Jan-2026	698.00	1	 	 	 	 	 	695.02	gl_baby_product	59060128200403
402-3310924-4236346	26-Dec-2025	02-Jan-2026	Approved	 	 	AmazonPrePaidLabel	0.00	 	ATS	366117456889	Not Computed	N	N	B09WLF9LY8	PMW227	GET IT Multi Use Wedge Pillow for Pregnancy Women and New Born Baby | Lower Back-Pain Relief |Knee Support Between Legs | Anti Vomiting and Milk Spitting for New Born Baby (Maroon)	1	UND-UNKNOWN	Y	Rejected	StandardRefund	IN-1502	03-Jan-2026	 	 	 	 	 	 	 	 	gl_home	09864098180715
